Title,Rating,Year,Genre,Director,Actors,Images
Ran,8.2,1985,Action,Akira Kurosawa,"['Akira Kurosawa', 'Hideo Oguni', 'Masato Ide', 'William Shakespeare']","https://m.media-amazon.com/images/M/MV5BMmU1NGYwZWYtOWExNi00ZTEyLTgwMmUtM2ZlMDVjNWM4YjVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,4,190,281_.jpg"
The Sixth Sense,8.2,1999,Drama,M. Night Shyamalan,"['Bruce Willis', 'Haley Joel Osment', 'Toni Collette', 'Olivia Williams', 'Trevor Morgan', 'Donnie Wahlberg', 'Peter Anthony Tambakis', 'Jeffrey Zubernis', 'Bruce Norris', 'Glenn Fitzgerald', 'Greg Wood', 'Mischa Barton', 'Angelica Page', 'Lisa Summerour', 'Firdous Bamji', 'Samia Shoaib', 'Hayden Saunier', 'Janis Dardaris', 'Neill Hartley', 'Sarah Ripard', 'Heidi Fischer', 'KaDee Strickland', 'Michael J. Lyons', 'Samantha Fitzpatrick', 'Holly Cross Vagley', 'Kate Kearney-Patch', 'Marilyn Shanok', 'M. Night Shyamalan', 'Wes Heywood', 'Nico Woulard', 'Carol Nielson', 'Keith Woulard', 'Jodi Dawson', 'Tony Michael Donnelly', 'Ronnie Lea', 'Carlos Xavier Lopez', 'Gino Inverso', 'Ellen Sheppard', 'Tom McLaughlin', 'Candy Aston-Dennis', 'Patrick McDade', 'Jose L. Rodriguez', 'Gina Allegro', 'Bob Bowersox', 'Luke Burnyeat', 'Matt Casale', 'Kym Cohen', 'Mark Falvo', 'Leslie Noel Haigh', 'Brittany Hawkins', 'Jeffrey Brian Holmes', 'Ned Martin', 'Colleen June McQuaide', 'Jonathan Nation', 'Sean Oliver', 'Alison Robertson', 'Lois Sach', 'Francesco Scorsone']","https://m.media-amazon.com/images/M/MV5BMWM4NTFhYjctNzUyNi00NGMwLTk3NTYtMDIyNTZmMzRlYmQyXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_QL75_UY281_CR0,0,190,281_.jpg"
Pan's Labyrinth,8.2,2006,Drama,Guillermo del Toro,"['Ivana Baquero', 'Sergi López', 'Maribel Verdú', 'Doug Jones', 'Ariadna Gil', 'Álex Angulo', 'Manolo Solo', 'César Vea', 'Roger Casamajor', 'Ivan Massagué', 'Gonzalo Uriarte', 'Eusebio Lázaro', 'Francisco Vidal', 'Juanjo Cucalón', 'Lina Mira', 'Mario Zorrilla', 'Sebastián Haro', 'Mila Espiga', 'Pepa Pedroche', 'Lalá Gatóo', 'Ana Sáez', 'Chani Martín', 'Milo Taboada', 'Fernando Albizu', 'Pedro G. Marzo', 'José Luis Torrijo', 'Íñigo Garcés', 'Fernando Tielve', 'Federico Luppi', 'Chicho Campillo', 'Pablo Adán', 'Eduardo Aránega', 'Luke Burnyeat']","https://m.media-amazon.com/images/M/MV5BYzFjMThiMGItOWRlMC00MDI4LThmOGUtYTNlZGZiYWI1YjMyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,1,190,281_.jpg"
Unforgiven,8.2,1992,Drama,Clint Eastwood,"['Clint Eastwood', 'Gene Hackman', 'Morgan Freeman', 'Richard Harris', 'Jaimz Woolvett', 'Saul Rubinek', 'Frances Fisher', 'Anna Thomson', 'David Mucci', 'Rob Campbell', 'Anthony James', 'Tara Frederick', 'Beverley Elliott', 'Liisa Repo-Martell', 'Josie Smith', 'Shane Meier', 'Aline Levasseur', 'Cherrilene Cardinal', 'Robert Koons', 'Ron White', 'Mina E. Mina', 'Henry Kope', 'Jeremy Ratchford', 'John Pyper-Ferguson', 'Jefferson Mappin', 'Walter Marsh', 'Garner Butler', 'Larry Reese', 'Blair Haynes', 'Frank C. Turner', 'Sam Karas', 'Lochlyn Munro', 'Ben Cardinal', 'Philip Maurice Hayes', 'Michael Charrois', 'William Davidson', 'Paul Anthony McLean', 'James Herman', 'Michael Maurer', 'Larry Joshua', 'George Orrison', 'Greg Goossen']","https://m.media-amazon.com/images/M/MV5BODM3YWY4NmQtN2Y3Ni00OTg0LWFhZGQtZWE3ZWY4MTJlOWU4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
No Country for Old Men,8.2,2007,Crime,Ethan Coen,"['Tommy Lee Jones', 'Javier Bardem', 'Josh Brolin', 'Woody Harrelson', 'Kelly Macdonald', 'Garret Dillahunt', 'Tess Harper', 'Barry Corbin', 'Stephen Root', 'Rodger Boyce', 'Beth Grant', 'Ana Reeder', 'Kit Gwin', 'Zach Hopkins', 'Chip Love', 'Eduardo Antonio Garcia', 'Gene Jones', 'Myk Watford', 'Boots Southerland', 'Kathy Lamkin', 'Johnnie Hector', 'Margaret Bowman', 'Thomas Kopache', 'Jason Douglas', 'Doris Hargrave', 'Rutherford Cravens', 'Matthew Posey', 'George Adelo', 'Mathew Greer', 'Trent Moore', 'Marc Miles', 'Luce Rains', 'Philip Bentham', 'Erik V. Reeves', 'Josh Meyer', 'Chris Warner', 'Brandon Smith', 'Roland Uribe', 'Richard Jackson', 'Josh Blaylock', 'Caleb Landry Jones', 'Dorsey Ray', 'Angel H. Alvarado Jr.', 'David A. Gomez', 'Milton Hernandez', 'John Mancha', 'Scott Flick', 'Albert Fry Jr.', 'Spencer Kayden', 'Rachel Manera', 'Angelo Martinez', 'James Rishe', 'Elizabeth Slagsvol']","https://m.media-amazon.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_QL75_UY281_CR1,0,190,281_.jpg"
A Beautiful Mind,8.2,2001,Biography,Ron Howard,"['Russell Crowe', 'Ed Harris', 'Jennifer Connelly', 'Christopher Plummer', 'Paul Bettany', 'Adam Goldberg', 'Josh Lucas', 'Anthony Rapp', 'Jason Gray-Stanford', 'Judd Hirsch', 'Austin Pendleton', 'Vivien Cardone', 'Jillie Simon', 'Victor Steinbach', 'Tanya Clarke', 'Thomas F. Walsh', 'Jesse Doran', 'Kent Cassella', 'Patrick Blindauer', 'John Blaylock', 'Roy Thinnes', 'Anthony Easton', 'Cheryl Howard', 'Rance Howard', 'Jane Jenkins', 'Darius Stone', 'Josh Pais', 'Alex Toma', 'Valentina Cardinalli', 'Teagle F. Bougere', 'David B. Allen', 'Michael Esper', 'Eva Burkley', 'Amy Walz', 'Tracey Toomey', 'Jennifer Weedon', 'Yvonne Thomas', 'Holly Pitrago', 'Isadore Rosenfeld', 'Tommy Allen', 'Dave Bayer', 'Brian Keith Lewis', 'Tom McNutt', 'Will Dunham', 'Glenn Roberts', 'Ed Jupp Jr.', 'Christopher Stockton', 'Gregory Dress', 'Carla Occhiogrosso', 'Matt Samson', 'Lyena Nomura', 'Kathleen Fellegara', 'Betsy Klompus', 'Stelio Savante', 'Logan McCall', 'Bob Broder', 'Michael Abbott Jr.', 'Liche Ariza', 'Michael Arthur', 'Reggie Austin', 'Fileena Bahris', 'Lloyd Baskin', 'Sean Bennett', 'Cade Bittner', 'James Thomas Bligh', 'Peter Bonilla', 'Rich Bryant', 'Jersey Carell', 'Dan Chen', 'Phil Cirincione', 'Scott Addison Clay', 'Ty Copeman', 'Sean Dillon', 'Berly Ellis', 'Jonah Falcon', 'Fabrizio Fante', 'Scott Fernstrom', 'Michael Fiore', 'Mike Fitzgerald', 'Todd Fredericks', 'Seth Gabel', 'Russell Gibson', 'Gregory Gordon', 'Evan Hart', 'Jason Horton', 'Bryce Dallas Howard', 'Ron Howard', 'Vivian Kalinov', 'Alex Lorre', 'Monique Marissa Lukens', 'Dory Manzour', 'Tiffany Marz', 'Charles McClelland', 'Jon M. McDonnell', 'Arnold Montey', 'Robert Myers', ""Ryan O'Connor"", 'Nick Oddo', 'Charles Pendelton', 'Reed Penney', 'Michael C. Pierce', 'Mills Pierre', 'Deborah Rayne', 'Sean Reid', 'Colby Ryan', 'Brian Smyj', 'Ned Stuart', 'Dave Sweeney', 'Alessandro Tanaka', 'Douglas Taurel', 'John H. Tobin', 'Jeffrey Todd', 'Michael Tota', 'Jarred Treiber', 'Ryan Tygh', 'Erik Van Wyck', 'James Whalen', 'Warner Wolf']","https://m.media-amazon.com/images/M/MV5BMzcwYWFkYzktZjAzNC00OGY1LWI4YTgtNzc5MzVjMDVmNjY0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
The Thing,8.2,1982,Horror,John Carpenter,"['Kurt Russell', 'Wilford Brimley', 'T.K. Carter', 'David Clennon', 'Keith David', 'Richard Dysart', 'Charles Hallahan', 'Peter Maloney', 'Richard Masur', 'Donald Moffat', 'Joel Polis', 'Thomas G. Waites', 'Norbert Weisser', 'Larry Franco', 'Nate Irwin', 'William Zeman', 'Adrienne Barbeau', 'John Carpenter', 'Jed', 'Bill Lancaster', 'Dick Warlock']","https://m.media-amazon.com/images/M/MV5BNGViZWZmM2EtNGYzZi00ZDAyLTk3ODMtNzIyZTBjN2Y1NmM1XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Kill Bill: Vol. 1,8.2,2003,Action,Quentin Tarantino,"['Quentin Tarantino', 'Quentin Tarantino', 'Uma Thurman']","https://m.media-amazon.com/images/M/MV5BNzM3NDFhYTAtYmU5Mi00NGRmLTljYjgtMDkyODQ4MjNkMGY2XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,2,190,281_.jpg"
The Treasure of the Sierra Madre,8.2,1948,Adventure,John Huston,"['Humphrey Bogart', 'Walter Huston', 'Tim Holt', 'Bruce Bennett', 'Barton MacLane', 'Alfonso Bedoya', 'Arturo Soto Rangel', 'Manuel Dondé', 'José Torvay', 'Margarito Luna', 'Robert Blake', 'Guillermo Calles', 'Roberto Cañedo', 'Spencer Chan', 'Jacqueline Dalya', 'Ralph Dunn', 'Ernesto Escoto', 'Pat Flaherty', 'Martin Garralaga', 'Jack Holt', 'John Huston', 'Francisco Islas', 'Mario Mancilla', 'Julian Rivero', 'Ángela Rodríguez', 'Jay Silverheels', 'Ray Spiker', 'Valdespino', 'Ildefonso Vega', 'Harry J. Vejar', 'Ignacio Villalbazo', 'Clifton Young']","https://m.media-amazon.com/images/M/MV5BOTJlZWMxYzEtMjlkMS00ODE0LThlM2ItMDI3NGQ2YjhmMzkxXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Yôjinbô,8.2,1961,Action,Akira Kurosawa,"['Akira Kurosawa', 'Akira Kurosawa', 'Ryûzô Kikushima']","https://m.media-amazon.com/images/M/MV5BZThiZjAzZjgtNDU3MC00YThhLThjYWUtZGRkYjc2ZWZlOTVjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Monty Python and the Holy Grail,8.2,1975,Adventure,Terry Gilliam,"['Graham Chapman', 'John Cleese', 'Eric Idle', 'Terry Gilliam', 'Terry Jones', 'Michael Palin', 'Thomas Malory']","https://m.media-amazon.com/images/M/MV5BN2IyNTE4YzUtZWU0Mi00MGIwLTgyMmQtMzQ4YzQxYWNlYWE2XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,2,190,281_.jpg"
The Great Escape,8.2,1963,Adventure,John Sturges,"['Steve McQueen', 'James Garner', 'Richard Attenborough', 'James Donald', 'Charles Bronson', 'Donald Pleasence', 'James Coburn', 'Hannes Messemer', 'David McCallum', 'Gordon Jackson', 'John Leyton', 'Angus Lennie', 'Nigel Stock', 'Robert Graf', 'Jud Taylor', 'Hans Reiser', 'Harry Riebauer', 'William Russell', 'Robert Freitag', 'Ulrich Beiger', 'George Mikell', 'Lawrence Montaigne', 'Robert Desmond', 'Til Kiwe', 'Heinz Weiss', 'Tom Adams', 'Karl-Otto Alberty', 'Arthur Atkinson']","https://m.media-amazon.com/images/M/MV5BNzA2NmYxMWUtNzBlMC00MWM2LTkwNmQtYTFlZjQwODNhOWE0XkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX190_CR0,8,190,281_.jpg"
Finding Nemo,8.2,2003,Animation,Andrew Stanton,"['Andrew Stanton', 'Andrew Stanton', 'Bob Peterson', 'David Reynolds']","https://m.media-amazon.com/images/M/MV5BYWE0MzUzNDctNTFiYS00YzY3LWEzYWMtMDQyMWE5OTMxOTBiXkEyXkFqcGdeQXVyNjAwNDUxODI@._V1_QL75_UY281_CR1,0,190,281_.jpg"
Prisoners,8.2,2013,Crime,Denis Villeneuve,"['Hugh Jackman', 'Jake Gyllenhaal', 'Viola Davis', 'Maria Bello', 'Terrence Howard', 'Melissa Leo', 'Paul Dano', 'Dylan Minnette', 'Zoë Soul', 'Erin Gerasimovich', 'Kyla-Drew', 'Wayne Duvall', 'Len Cariou', 'David Dastmalchian', 'Brad James', 'Anthony Reynolds', 'Robert C. Treveiler', 'Sandra Ellis Lafferty', 'Victoria Staley', 'Todd Truley', 'Brian Daye', 'Alisa Harris', 'Robert Mello', 'Jeff Pope', 'Rodrick Goins', 'Mark Drum', 'Lana Yoo', 'Pam Smith', 'Gloria Webber', 'Michelle Keller', 'John Atwood', 'Stacy Melich', 'J. Omar Castro', 'Jane McNeill', 'Chance Bartels', 'Vernon Beckstrom', 'Becky Boyd', 'Melvin Breedlove', 'Frederick Carpenter', 'Dennis Christopher', 'Takara Clark', 'Jason Davis', 'Katrina Despain', 'Faith Dillon', 'Andrew Fincher', 'John Fleischmann', 'Reeva Forrester', 'Micky Francis', 'Nyah Gantt', 'Mike Gassaway', 'Fred Griffith', 'C.C. Ice', 'Billy James', 'Kevin L. Johnson', 'Jerome Joyce', 'King', 'Ryan-Iver Klann', 'Brittany Krall', 'Scott Ledbetter', 'Sharon McHenryPower', 'Arnold Montey', 'Tiffany Morgan', 'Dave Moro', 'Isaiah Motz', 'Ryder Norris', 'Joseph Oliveira', 'Max Perethian', 'Brody Rose', 'Mary Shaw', 'Jordan M. Sloane', 'Tom Thon', 'Josh Turner', 'Michael J. Walker']","https://m.media-amazon.com/images/M/MV5BMTg0NTIzMjQ1NV5BMl5BanBnXkFtZTcwNDc3MzM5OQ@@._V1_QL75_UY281_CR0,0,190,281_.jpg"
Rashomon,8.2,1950,Crime,Akira Kurosawa,"['Toshirô Mifune', 'Machiko Kyô', 'Masayuki Mori', 'Takashi Shimura', 'Minoru Chiaki', 'Kichijirô Ueda', 'Noriko Honma', 'Daisuke Katô']","https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Howl's Moving Castle,8.2,2004,Animation,Hayao Miyazaki,"['Chieko Baishô', 'Takuya Kimura', 'Akihiro Miwa', 'Tatsuya Gashûin', 'Ryunosuke Kamiki', 'Mitsunori Isaki', 'Yô Ôizumi', 'Akio Ôtsuka', 'Daijirô Harada', 'Haruko Katô', 'Jean Simmons', 'Christian Bale', 'Lauren Bacall', 'Blythe Danner', 'Emily Mortimer', 'Josh Hutcherson', 'Billy Crystal', 'Jena Malone', 'Crispin Freeman', 'Mark Silverman', 'Mari Devon', 'Liliana Mumy', 'Carlos Alazraqui', 'Newell Alexander', 'Rosemary Alexander', 'Julia Barnett', 'Susanne Blakeslee', 'Leslie Carrara-Rudolph', 'Mitch Carter', 'David Cowgill', 'Holly Dorff', 'Moosie Drier', 'Ike Eisenmann', 'Will Friedle', 'Bridget Hoffman', 'Richard Steven Horvitz', 'Sherry Hursey', 'Hope Levy', 'Christina MacGregor', 'Joel McCrary', 'Edie Mirman', 'Peter Renaday', 'Kristen Rutherford', 'Warren Sroka', 'Dee Bradley Baker', 'São José Correia', 'Cornelia Dahlgren', 'Rui de Sá', 'Victor Emanuel', 'Albano Jerónimo', 'Yayoi Kazuki', 'Márcia Leal', 'Scott McAfee', 'Manabu Muraji', 'João Secundino', 'Joana Seixas', 'Shigeyuki Totsugi', 'Mayuno Yasokawa', 'Ken Yasuda', 'Daran Norris']","https://m.media-amazon.com/images/M/MV5BMTY1OTg0MjE3MV5BMl5BanBnXkFtZTcwNTUxMTkyMQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
The Elephant Man,8.2,1980,Biography,David Lynch,"['Christopher De Vore', 'Eric Bergren', 'David Lynch', 'Frederick Treves', 'Ashley Montagu']","https://m.media-amazon.com/images/M/MV5BMDVjNjIwOGItNDE3Ny00OThjLWE0NzQtZTU3YjMzZTZjMzhkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,1,190,281_.jpg"
Chinatown,8.1,1974,Drama,Roman Polanski,"['Jack Nicholson', 'Faye Dunaway', 'John Huston', 'Perry Lopez', 'John Hillerman', 'Darrell Zwerling', 'Diane Ladd', 'Roy Jenson', 'Roman Polanski', 'Richard Bakalyan', 'Joe Mantell', 'Bruce Glover', 'Nandu Hinds', ""James O'Rear"", 'James Hong', 'Beulah Quo', 'Jerry Fujikawa', 'Belinda Palmer', 'Roy Roberts', 'Noble Willingham', 'Elliott Montgomery', 'Rance Howard', 'George Justin', 'C.O. Erickson', 'Fritzi Burr', 'Charles Knapp', 'Claudio Martínez', 'Freddie Roberto', 'Allan Warnick', 'John Holland', 'Jesse Vint', 'Jim Burk', 'Denny Arnold', 'Burt Young', 'Elizabeth Harding', 'John Rogers', 'Cecil Elliott', 'Paul Jenkins', 'Lee de Broux', 'Bob Golden', 'Don Ames', 'Jack Berle', 'Duke Fishman', 'Charles Fogel', 'Bob Harks', 'Robert Hitchcock', 'Michael Jeffers', 'John Marlin', 'Alan Marston', 'Rose Michtom', ""Monty O'Grady"", 'Joe Pine', 'Murray Pollack', 'Anthony Redondo', 'Cosmo Sardo', 'Jack Slate', 'Owen Song', 'Norman Stevans', 'Paul Van', 'Richard Warren', 'Wally West', 'Chalky Williams', 'Kai J. Wong', 'Sally Yarnell']","https://m.media-amazon.com/images/M/MV5BMjJkMDZhYzItZTFhMi00ZGI4LThlNTAtZDNlYmEwNjFkNDYzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX190_CR0,3,190,281_.jpg"
Dial M for Murder,8.2,1954,Crime,Alfred Hitchcock,"['Frederick Knott', 'Frederick Knott']","https://m.media-amazon.com/images/M/MV5BOWIwODIxYWItZDI4MS00YzhhLWE3MmYtMzlhZDIwOTMzZmE5L2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_QL75_UX190_CR0,2,190,281_.jpg"
Gone with the Wind,8.2,1939,Drama,Victor Fleming,"['Margaret Mitchell', 'Sidney Howard', 'Oliver H.P. Garrett', 'Ben Hecht', 'Jo Swerling', 'John Van Druten']","https://m.media-amazon.com/images/M/MV5BYjUyZWZkM2UtMzYxYy00ZmQ3LWFmZTQtOGE2YjBkNjA3YWZlXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX190_CR0,5,190,281_.jpg"
V for Vendetta,8.2,2005,Action,James McTeigue,"['Natalie Portman', 'Hugo Weaving', 'Stephen Rea', 'Stephen Fry', 'John Hurt', 'Tim Pigott-Smith', 'Rupert Graves', 'Roger Allam', 'Ben Miles', 'Sinéad Cusack', 'Natasha Wightman', 'John Standing', 'Eddie Marsan', 'Clive Ashborn', 'Emma Field-Rayner', 'Ian Burfield', 'Mark Phoenix', 'Alister Mazzotti', 'Billie Cook', 'Guy Henry', 'Cosima Shaw', 'Megan Gay', 'Roderic Culver', 'Tara Hacking', 'Andy Rashleigh', 'Chad Stahelski', 'Antje Rau', 'Amelda Brown', 'Richard Campbell', 'Patricia Gannon', 'Mark Longhurst', 'Simon Holmes', 'Charles Cork', 'John Ringham', 'Oliver Bradshaw', 'Jack Schouten', 'Caoimhe Murdock', 'Juliet Howland', 'Brin Rosser', 'Raife Patrick Burchell', 'Joseph Rye', 'Adrian Finighan', 'Malcolm Sinclair', 'Bradley Steve Ford', 'Madeleine Rakic-Platt', 'Selina Giles', 'Carsten Hayes', 'Derek Hutchinson', 'Martin Savage', 'Grant Burgin', 'Greg Donaldson', 'Imogen Poots', 'Jason Griffiths', 'Laura Greenwood', 'Kyra Meyer', 'Paul Antony-Barber', 'Anna Farnworth', 'Mary Stockley', 'Simon Newby', 'David Merheb', 'Daniel Donaldson', 'Dulcie Smart', 'Ben Posener', 'Ian T. Dickinson', 'Sophia New', 'Julie Brown', 'Gerard Gilroy', 'Eamon Geoghegan', 'Matthew Bates', 'David Leitch', 'Matt Wilkinson', 'Martin McGlade', 'Richard Laing', 'Michael Simkins', 'William Tapley', 'Lee Asquith-Coe', 'Paul Bateman', 'Gary Bunn', 'Luke Burnyeat', 'Andy Callaghan', 'Tony Cook', 'Mat Curtis', 'Nicolas de Pruyssenaere', 'David Decio', 'Christopher Fosh', 'Gordon Gram', 'Rogan Grant', 'Rami Hilmi', 'David Hood', 'Keith How', 'Forbes KB', 'Edsel Kragg', 'Mathis Landwehr', 'Talal Malik', 'João Costa Menezes', 'Arnold Montey', 'Jason Oettle', 'Norman Campbell Rees', 'Peter Ryder', 'Kit Sinnett', 'Wolfgang Stegemann', 'Jonas von Lingen', 'Chris Wilson']","https://m.media-amazon.com/images/M/MV5BOTI5ODc3NzExNV5BMl5BanBnXkFtZTcwNzYxNzQzMw@@._V1_QL75_UX190_CR0,0,190,281_.jpg"
"Lock, Stock and Two Smoking Barrels",8.1,1998,Action,Guy Ritchie,"['Jason Flemyng', 'Dexter Fletcher', 'Nick Moran', 'Jason Statham', 'Steven Mackintosh', 'Nicholas Rowe', 'Nick Marcq', 'Charles Forbes', 'Vinnie Jones', 'Lenny McLean', 'Peter McNicholl', 'P.H. Moriarty', 'Frank Harper', 'Steve Sweeney', 'Huggy Leaver', 'Ronnie Fox', 'Tony McMahon', 'Stephen Marcus', 'Vas Blackwood', 'Sting', 'Jake Abraham', 'Rob Brydon', 'Stephen Callender-Ferrier', 'Steve Collins', ""Elwin 'Chopper' David"", 'Vera Day', 'Jimmy Flint', 'Alan Ford', 'Sid Golder', 'Alex Hall', 'John Houchin', 'Derek Howard', 'Danny John-Jules', 'Bal Jusar', 'Tim Maurice-Jones', 'Victor McGuire', 'Mark Mooney', 'Suzy Ratner', 'David Reid', 'Graham Stevens', 'James Tarbuck', 'Andrew Tiernan', 'Richard Vanstone', 'Matthew Vaughn', 'Denise Dove', 'Donald Hall']","https://m.media-amazon.com/images/M/MV5BMTAyN2JmZmEtNjAyMy00NzYwLThmY2MtYWQ3OGNhNjExMmM4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg"
El secreto de sus ojos,8.2,2009,Drama,Juan José Campanella,"['Eduardo Sacheri', 'Juan José Campanella', 'Eduardo Sacheri']","https://m.media-amazon.com/images/M/MV5BMTgwNTI3OTczOV5BMl5BanBnXkFtZTcwMTM3MTUyMw@@._V1_QL75_UY281_CR0,0,190,281_.jpg"
Inside Out,8.1,2015,Animation,Pete Docter,"['Pete Docter', 'Ronnie Del Carmen', 'Pete Docter', 'Meg LeFauve', 'Josh Cooley', 'Michael Arndt', 'Simon Rich', 'Bill Hader', 'Amy Poehler']","https://m.media-amazon.com/images/M/MV5BOTgxMDQwMDk0OF5BMl5BanBnXkFtZTgwNjU5OTg2NDE@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Raging Bull,8.1,1980,Biography,Martin Scorsese,"['Jake LaMotta', 'Joseph Carter', 'Peter Savage', 'Paul Schrader', 'Mardik Martin']","https://m.media-amazon.com/images/M/MV5BYjRmODkzNDItMTNhNi00YjJlLTg0ZjAtODlhZTM0YzgzYThlXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_QL75_UY281_CR1,0,190,281_.jpg"
"Three Billboards Outside Ebbing, Missouri",8.1,2017,Comedy,Martin McDonagh,"['Frances McDormand', 'Caleb Landry Jones', 'Kerry Condon', 'Sam Rockwell', 'Alejandro Barrios', 'Clarke Peters', 'Darrell Britt-Gibson', 'Woody Harrelson', 'Abbie Cornish', 'Riya May Atwood', 'Selah Atwood', 'Lucas Hedges', 'Zeljko Ivanek', 'Amanda Warren', 'Malaya Rivera Drew', 'Sandy Martin', 'Peter Dinklage', 'Christopher Berry', 'Gregory Nassif St. John', 'Jerry Winsett', 'Kathryn Newton', 'John Hawkes', 'Samara Weaving', 'Jason Ledford', 'Allyssa Barley', 'William J. Harrison', 'Brendan Sexton III', 'Eleanor T. Threatt', 'Michael Aaron Milligan', 'Noah Drake Bell', 'Marcus Lyle Brown', 'Cowboy', 'Michael Forbis', 'Amy Heidt', 'Maho Honda', 'Keith Paul Hunter', 'Michael Lee Kimel', 'Jason Miller', 'Neal Morgan', 'Mark Salas', 'Nick Searcy', 'Wallace Sexton', 'Lawrence Turner']","https://m.media-amazon.com/images/M/MV5BMjI0ODcxNzM1N15BMl5BanBnXkFtZTgwMzIwMTEwNDI@._V1_QL75_UX190_CR0,0,190,281_.jpg"
Trainspotting,8.1,1996,Drama,Danny Boyle,"['Ewan McGregor', 'Ewen Bremner', 'Jonny Lee Miller', 'Kevin McKidd', 'Robert Carlyle', 'Kelly Macdonald', 'Peter Mullan', 'James Cosmo', 'Eileen Nicholas', 'Susan Vidler', 'Pauline Lynch', 'Shirley Henderson', 'Stuart McQuarrie', 'Irvine Welsh', 'Dale Winton', 'Keith Allen', 'Kevin Allen', 'Annie Louise Ross', 'Billy Riddoch', 'Fiona Bell', 'Vincent Friell', 'Hugh Ross', 'Victor Eadie', 'Kate Donnelly', 'Finlay Welsh', 'Eddie Nestor', 'Tom Delmar', 'Rachael Fleming', 'John Hodge', 'Andrew Macdonald', 'Archie MacPherson', 'Stuart McGugan', 'Alastair Thomson Mills', 'Arnold Montey', 'Dirk Robertson']","https://m.media-amazon.com/images/M/MV5BMzA5Zjc3ZTMtMmU5YS00YTMwLWI4MWUtYTU0YTVmNjVmODZhXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX190_CR0,0,190,281_.jpg"
The Bridge on the River Kwai,8.1,1957,Adventure,David Lean,"['William Holden', 'Alec Guinness', 'Jack Hawkins', 'Sessue Hayakawa', 'James Donald', 'Geoffrey Horne', 'André Morell', 'Peter Williams', 'John Boxer', 'Percy Herbert', 'Harold Goodwin', 'Ann Sears', 'Heihachirô Ôkawa', 'Keiichirô Katsumoto', 'M.R.B. Chakrabandhu', 'Vilaiwan Seeboonreaung', 'Ngamta Suphaphongs', 'Javanart Punynchoti', 'Kannikar Dowklee', 'Tsai Chin', 'Christopher Greet', 'Herbert Nelson']","https://m.media-amazon.com/images/M/MV5BOGY5NmNlMmQtYzRlYy00NGQ5LWFkYjYtNzExZmQyMTg0ZDA0XkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_QL75_UX190_CR0,6,190,281_.jpg"
